Rank,Model,Aver,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Precision,Nparam,model_link
447,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o,51.19,54.78,81.4,54.73,41.02,76.64,10.54,39.24,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-q_k_v_o
448,TheBloke/dromedary-65b-lora-HF,51.19,61.6,82.53,63.08,38.82,78.93,27.45,5.89,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/dromedary-65b-lora-HF
449,Sao10K/BrainDerp2,51.18,60.92,81.94,58.9,57.19,75.93,9.02,14.34,fine-tuned,16bit,13.02,https://huggingface.co/Sao10K/BrainDerp2
450,jondurbin/airoboros-l2-13b-3.0,51.18,59.81,83.71,54.86,47.79,76.16,8.95,26.99,fine-tuned,16bit,13.02,https://huggingface.co/jondurbin/airoboros-l2-13b-3.0
451,TFLai/Airboros2.1-Platypus2-13B-QLora-0.80-epoch,51.17,58.96,82.46,54.62,47.71,75.14,0.0,39.32,instruction-tuned,16bit,13.02,https://huggingface.co/TFLai/Airboros2.1-Platypus2-13B-QLora-0.80-epoch
452,TheBloke/tulu-13B-fp16,51.17,53.92,80.66,53.19,43.84,75.61,14.25,36.72,fine-tuned,16bit,12.85,https://huggingface.co/TheBloke/tulu-13B-fp16
453,dfurman/falcon-40b-openassistant-peft,51.17,62.63,85.59,57.77,51.02,81.45,13.34,6.36,fine-tuned,16bit,40.0,https://huggingface.co/dfurman/falcon-40b-openassistant-peft
454,Sao10K/BrainDerp,51.16,60.75,82.1,58.81,56.9,75.85,8.26,15.48,fine-tuned,16bit,13.02,https://huggingface.co/Sao10K/BrainDerp
455,Weyaxi/Luban-Marcoroni-13B,51.16,63.65,82.92,58.7,55.55,77.03,10.01,10.25,instruction-tuned,16bit,13.02,https://huggingface.co/Weyaxi/Luban-Marcoroni-13B
456,Undi95/MM-ReMM-L2-20B,51.14,60.84,85.18,56.45,53.33,75.77,7.73,18.66,fine-tuned,16bit,19.99,https://huggingface.co/Undi95/MM-ReMM-L2-20B
457,PulsarAI/2x-LoRA-Assemble-Platypus2-13B,51.13,60.58,82.56,58.25,54.77,74.9,0.91,25.96,instruction-tuned,16bit,13.02,https://huggingface.co/PulsarAI/2x-LoRA-Assemble-Platypus2-13B
458,Weyaxi/Luban-Marcoroni-13B-v3,51.13,63.74,82.88,58.64,55.56,76.87,9.93,10.25,instruction-tuned,16bit,13.02,https://huggingface.co/Weyaxi/Luban-Marcoroni-13B-v3
459,jondurbin/airoboros-l2-13b-gpt4-2.0,51.12,59.04,82.82,54.71,36.47,74.19,7.73,42.9,fine-tuned,16bit,12.85,https://huggingface.co/jondurbin/airoboros-l2-13b-gpt4-2.0
460,Weyaxi/Luban-Marcoroni-13B-v2,51.11,63.48,82.89,58.72,55.56,76.95,9.93,10.25,instruction-tuned,16bit,13.02,https://huggingface.co/Weyaxi/Luban-Marcoroni-13B-v2
461,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down,51.1,55.89,81.38,53.77,40.25,76.72,12.28,37.4,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o_gate_up_down
462,Gryphe/MythoMix-L2-13b,51.1,61.09,83.86,55.42,52.08,75.45,9.93,19.86,fine-tuned,16bit,12.85,https://huggingface.co/Gryphe/MythoMix-L2-13b
463,Sao10K/BrainDerp3,51.1,60.92,82.1,58.91,57.18,75.61,8.04,14.92,fine-tuned,16bit,13.02,https://huggingface.co/Sao10K/BrainDerp3
464,Aspik101/30B-Lazarus-instruct-PL-lora_unload,51.08,62.8,84.13,56.87,55.49,79.08,11.37,7.8,fine-tuned,16bit,32.32,https://huggingface.co/Aspik101/30B-Lazarus-instruct-PL-lora_unload
465,speechlessai/speechless-codellama-34b-v1.0,51.07,52.47,74.13,53.47,47.14,73.24,14.71,42.34,fine-tuned,16bit,33.48,https://huggingface.co/speechlessai/speechless-codellama-34b-v1.0
466,uukuguy/speechless-codellama-dolphin-orca-platypus-34b,51.07,52.47,74.13,53.47,47.14,73.24,14.71,42.34,fine-tuned,16bit,33.48,https://huggingface.co/uukuguy/speechless-codellama-dolphin-orca-platypus-34b
467,ehartford/samantha-mistral-instruct-7b,51.02,53.5,75.14,51.72,58.81,70.4,10.84,36.73,instruction-tuned,16bit,7.11,https://huggingface.co/ehartford/samantha-mistral-instruct-7b
468,Weyaxi/ChatAYT-Lora-Assamble-Marcoroni,51.0,62.46,83.05,58.72,56.12,77.35,8.87,10.46,instruction-tuned,16bit,13.02,https://huggingface.co/Weyaxi/ChatAYT-Lora-Assamble-Marcoroni
469,The-Face-Of-Goonery/Huginn-13b-v1.2,50.99,60.92,83.56,55.33,51.97,75.22,9.17,20.76,fine-tuned,16bit,12.85,https://huggingface.co/The-Face-Of-Goonery/Huginn-13b-v1.2
470,Undi95/ReMM-SLERP-L2-13B,50.99,60.92,83.56,55.33,51.97,75.22,9.17,20.76,fine-tuned,16bit,12.85,https://huggingface.co/Undi95/ReMM-SLERP-L2-13B
471,ai-business/Luban-13B,50.98,63.05,82.8,58.73,55.53,76.56,9.7,10.46,fine-tuned,16bit,12.85,https://huggingface.co/ai-business/Luban-13B
472,Gryphe/MythoMax-L2-13b,50.97,60.92,83.56,55.33,51.97,75.22,9.02,20.73,fine-tuned,16bit,12.85,https://huggingface.co/Gryphe/MythoMax-L2-13b
473,adonlee/LLaMA_2_13B_SFT_v0,50.97,62.03,83.8,58.39,49.92,77.27,12.43,12.96,fine-tuned,16bit,12.85,https://huggingface.co/adonlee/LLaMA_2_13B_SFT_v0
474,bofenghuang/vigogne-13b-chat,50.97,58.62,80.85,47.76,48.73,76.72,8.34,35.81,fine-tuned,16bit,12.85,https://huggingface.co/bofenghuang/vigogne-13b-chat
475,Undi95/CodeEngine,50.96,58.36,82.27,54.18,45.18,74.59,1.52,40.59,fine-tuned,16bit,12.85,https://huggingface.co/Undi95/CodeEngine
476,jondurbin/airoboros-33b-gpt4-1.4,50.96,64.42,85.13,59.53,50.47,77.9,11.75,7.54,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.4
477,uukuguy/speechless-codellama-34b-v2.0,50.96,54.35,75.65,54.67,45.21,73.56,11.6,41.71,fine-tuned,16bit,33.48,https://huggingface.co/uukuguy/speechless-codellama-34b-v2.0
478,The-Face-Of-Goonery/huginnv1.2,50.95,62.37,84.28,57.02,47.81,75.22,9.17,20.76,instruction-tuned,16bit,12.85,https://huggingface.co/The-Face-Of-Goonery/huginnv1.2
479,uukuguy/SynthIA-7B-v1.3-dare-0.85,50.95,61.01,83.5,64.49,43.77,78.93,18.57,6.35,fine-tuned,16bit,7.0,https://huggingface.co/uukuguy/SynthIA-7B-v1.3-dare-0.85
480,OpenBuddy/openbuddy-mistral-7b-v13,50.94,52.3,75.09,56.34,50.81,71.74,14.71,35.55,fine-tuned,16bit,7.13,https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13
481,IkariDev/Athena-v4,50.92,62.54,84.19,57.33,50.87,76.48,11.98,13.09,fine-tuned,16bit,13.02,https://huggingface.co/IkariDev/Athena-v4
482,Aspik101/Vicuzard-30B-Uncensored-instruct-PL-lora_unload,50.86,62.46,83.66,57.82,50.94,78.37,15.31,7.46,fine-tuned,16bit,32.32,https://huggingface.co/Aspik101/Vicuzard-30B-Uncensored-instruct-PL-lora_unload
483,PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-SFT-7B-QLoRA,50.85,60.75,84.24,63.66,44.94,78.69,17.13,6.51,instruction-tuned,16bit,7.0,https://huggingface.co/PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-SFT-7B-QLoRA
484,HyperbeeAI/Tulpar-7b-v0,50.84,56.31,79.01,52.55,51.68,73.88,2.73,39.75,fine-tuned,16bit,6.61,https://huggingface.co/HyperbeeAI/Tulpar-7b-v0
485,caisarl76/Mistral-7B-OpenOrca-Guanaco-accu16,50.84,59.73,83.08,61.29,50.81,76.56,16.0,8.38,fine-tuned,16bit,7.11,https://huggingface.co/caisarl76/Mistral-7B-OpenOrca-Guanaco-accu16
486,uukuguy/speechless-llama2-hermes-orca-platypus-13b,50.84,60.92,83.5,59.39,54.29,75.22,9.7,12.84,fine-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-llama2-hermes-orca-platypus-13b
487,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,50.82,59.22,81.52,54.94,42.83,76.87,11.6,28.75,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down
488,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down,50.81,57.76,80.78,54.32,40.8,76.72,7.96,37.33,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-q_k_v_o_gate_up_down
489,Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,50.81,61.69,85.32,58.0,53.77,75.61,9.1,12.16,fine-tuned,16bit,19.99,https://huggingface.co/Undi95/MLewd-ReMM-L2-Chat-20B-Inverted
490,uukuguy/speechless-llama2-luban-orca-platypus-13b,50.81,62.54,82.76,59.23,54.66,77.11,8.19,11.19,fine-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-llama2-luban-orca-platypus-13b
491,camel-ai/CAMEL-33B-Combined-Data,50.79,62.97,83.83,58.98,50.21,78.3,14.1,7.12,fine-tuned,16bit,32.32,https://huggingface.co/camel-ai/CAMEL-33B-Combined-Data
492,pe-nlp/llama-2-13b-vicuna-wizard,50.79,57.76,82.16,54.68,41.11,74.98,0.91,43.94,instruction-tuned,16bit,12.85,https://huggingface.co/pe-nlp/llama-2-13b-vicuna-wizard
493,allenai/digital-socrates-7b,50.78,54.44,75.99,51.41,44.88,73.09,17.89,37.79,fine-tuned,16bit,7.0,https://huggingface.co/allenai/digital-socrates-7b
494,Open-Orca/OpenOrcaxOpenChat-Preview2-13B,50.76,62.37,82.96,58.68,51.23,77.19,14.1,8.75,fine-tuned,16bit,12.85,https://huggingface.co/Open-Orca/OpenOrcaxOpenChat-Preview2-13B
495,caisarl76/Mistral-7B-guanaco1k-ep2,50.76,60.07,82.76,61.5,54.4,78.06,11.98,6.54,fine-tuned,16bit,7.11,https://huggingface.co/caisarl76/Mistral-7B-guanaco1k-ep2
496,caisarl76/mistral-guanaco1k-ep2,50.76,60.07,82.76,61.5,54.4,78.06,11.98,6.54,fine-tuned,16bit,7.11,https://huggingface.co/caisarl76/mistral-guanaco1k-ep2
497,lgaalves/mistral-7b-platypus1k,50.74,61.6,82.93,63.16,46.96,78.14,16.38,5.99,instruction-tuned,16bit,7.24,https://huggingface.co/lgaalves/mistral-7b-platypus1k
498,PulsarAI/Chat-AYB-Nova-13B,50.73,62.97,84.28,58.58,51.28,77.58,12.36,8.03,instruction-tuned,16bit,13.02,https://huggingface.co/PulsarAI/Chat-AYB-Nova-13B
499,wei123602/llama2-13b-fintune2-4E,50.73,55.89,80.95,53.73,42.72,73.09,10.92,37.82,fine-tuned,16bit,12.85,https://huggingface.co/wei123602/llama2-13b-fintune2-4E
500,uukuguy/Mistral-7B-OpenOrca-lora,50.72,61.95,83.62,64.16,42.74,79.08,17.29,6.19,fine-tuned,16bit,7.0,https://huggingface.co/uukuguy/Mistral-7B-OpenOrca-lora
501,mncai/Mistral-7B-openplatypus-1k,50.71,60.15,84.25,59.84,49.86,76.87,17.44,6.54,instruction-tuned,16bit,7.11,https://huggingface.co/mncai/Mistral-7B-openplatypus-1k
502,tiiuae/falcon-40b,50.66,61.86,85.28,56.89,41.65,81.29,21.46,6.18,pretrained,16bit,41.3,https://huggingface.co/tiiuae/falcon-40b
503,Aeala/VicUnlocked-alpaca-30b,50.65,61.86,83.79,57.64,51.03,78.22,14.63,7.36,fine-tuned,16bit,32.32,https://huggingface.co/Aeala/VicUnlocked-alpaca-30b
504,Undi95/Unholy-v1-12L-13B,50.65,63.57,83.75,58.08,51.09,77.27,11.07,9.73,fine-tuned,16bit,13.02,https://huggingface.co/Undi95/Unholy-v1-12L-13B
505,chargoddard/llama-2-16b-nastychat,50.62,57.42,80.59,55.99,53.45,74.66,8.11,24.13,instruction-tuned,16bit,16.19,https://huggingface.co/chargoddard/llama-2-16b-nastychat
506,uukuguy/airoboros-m-7b-3.1.2-dare-0.85,50.61,61.09,83.57,64.05,43.64,78.37,17.44,6.14,fine-tuned,16bit,7.0,https://huggingface.co/uukuguy/airoboros-m-7b-3.1.2-dare-0.85
507,ajibawa-2023/Uncensored-Jordan-13B,50.59,57.42,82.7,55.75,50.51,76.16,15.09,16.47,fine-tuned,16bit,13.0,https://huggingface.co/ajibawa-2023/Uncensored-Jordan-13B
508,Undi95/ReMM-v2-L2-13B,50.57,61.95,84.0,56.14,50.81,75.85,13.19,12.08,fine-tuned,16bit,13.02,https://huggingface.co/Undi95/ReMM-v2-L2-13B
509,chargoddard/storytime-13b,50.55,62.03,83.96,57.48,52.5,75.53,8.34,14.0,instruction-tuned,16bit,13.02,https://huggingface.co/chargoddard/storytime-13b
510,Aeala/Enterredaas-33b,50.52,60.92,84.18,58.3,49.02,78.77,16.22,6.23,fine-tuned,16bit,32.32,https://huggingface.co/Aeala/Enterredaas-33b
511,TFLai/OpenOrca-Platypus2-13B-QLoRA-0.80-epoch,50.49,62.37,82.99,59.38,52.2,75.77,11.14,9.58,instruction-tuned,16bit,13.02,https://huggingface.co/TFLai/OpenOrca-Platypus2-13B-QLoRA-0.80-epoch
512,zarakiquemparte/zararp-l2-7b,50.49,56.31,79.19,51.36,51.26,74.51,1.74,39.06,fine-tuned,16bit,6.61,https://huggingface.co/zarakiquemparte/zararp-l2-7b
513,CHIH-HUNG/llama-2-13b-dolphin_20w,50.48,59.56,82.55,55.89,42.67,77.27,12.43,23.01,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-dolphin_20w
514,NewstaR/Morningstar-13b-hf,50.48,59.04,81.93,54.63,44.12,74.51,15.24,23.87,fine-tuned,16bit,12.85,https://huggingface.co/NewstaR/Morningstar-13b-hf
515,deepse/CodeUp-Llama-2-13b-chat-hf,50.48,59.04,81.93,54.63,44.12,74.51,15.24,23.87,fine-tuned,16bit,12.85,https://huggingface.co/deepse/CodeUp-Llama-2-13b-chat-hf
516,meta-llama/Llama-2-13b-chat-hf,50.48,59.04,81.94,54.64,44.12,74.51,15.24,23.87,RL-tuned,16bit,13.02,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf
517,Open-Orca/OpenOrca-Platypus2-13B,50.47,62.8,83.15,59.39,53.08,76.24,9.02,9.63,fine-tuned,16bit,12.85,https://huggingface.co/Open-Orca/OpenOrca-Platypus2-13B
518,jondurbin/airoboros-33b-gpt4-1.3,50.47,63.91,85.04,58.53,45.36,78.69,13.04,8.73,instruction-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.3
519,souvik0306/mistral_7b_2epoch_norobots,50.47,61.01,83.37,63.96,42.62,79.08,16.98,6.24,fine-tuned,16bit,7.0,https://huggingface.co/souvik0306/mistral_7b_2epoch_norobots
520,Aeala/GPT4-x-Alpasta-13b,50.46,58.53,79.92,46.03,53.06,73.95,8.79,32.94,fine-tuned,16bit,12.85,https://huggingface.co/Aeala/GPT4-x-Alpasta-13b
521,yeontaek/llama-2-13b-QLoRA,50.46,58.02,82.33,55.8,46.23,77.58,3.26,29.98,instruction-tuned,16bit,12.85,https://huggingface.co/yeontaek/llama-2-13b-QLoRA
522,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down,50.45,55.8,81.74,55.09,39.12,76.32,12.81,32.29,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down
523,Undi95/ReMM-v2.2-L2-13B,50.45,61.26,84.16,56.22,51.35,75.61,14.03,10.56,fine-tuned,16bit,13.02,https://huggingface.co/Undi95/ReMM-v2.2-L2-13B
524,jondurbin/airoboros-33b-gpt4-1.3,50.45,63.82,85.09,58.94,45.33,79.01,12.74,8.22,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.3
525,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down,50.43,55.97,81.53,54.42,40.72,75.06,9.55,35.77,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r8-q_k_v_o_gate_up_down
526,Undi95/ReMM-v2.1-L2-13B,50.41,61.43,83.92,55.95,50.3,75.93,12.74,12.62,fine-tuned,16bit,13.02,https://huggingface.co/Undi95/ReMM-v2.1-L2-13B
527,wei123602/Llama-2-13b-FINETUNE4_TEST3,50.41,59.04,81.65,56.37,39.98,75.45,11.22,29.18,fine-tuned,16bit,12.85,https://huggingface.co/wei123602/Llama-2-13b-FINETUNE4_TEST3
528,PocketDoc/Dans-MysteryModel-13b,50.39,57.0,80.35,52.06,45.0,74.82,0.0,43.49,fine-tuned,16bit,13.02,https://huggingface.co/PocketDoc/Dans-MysteryModel-13b
529,CHIH-HUNG/llama-2-13b-OpenOrca_20w,50.38,59.9,82.51,56.3,43.14,77.19,12.66,20.98,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-OpenOrca_20w
530,Undi95/U-Amethyst-20B,50.38,62.2,83.11,55.88,53.2,74.19,5.31,18.75,fine-tuned,16bit,19.99,https://huggingface.co/Undi95/U-Amethyst-20B
531,digitous/Alpacino30b,50.38,62.71,85.04,58.48,44.23,79.79,15.77,6.65,fine-tuned,16bit,32.32,https://huggingface.co/digitous/Alpacino30b
532,oh-yeontaek/llama-2-7B-LoRA-assemble,50.38,57.34,78.81,50.75,53.18,73.48,0.0,39.14,fine-tuned,16bit,6.61,https://huggingface.co/oh-yeontaek/llama-2-7B-LoRA-assemble
533,PulsarAI/2x-LoRA-Assemble-Nova-13B,50.34,62.63,83.24,58.64,51.88,76.95,10.24,8.8,instruction-tuned,16bit,13.02,https://huggingface.co/PulsarAI/2x-LoRA-Assemble-Nova-13B
534,wei123602/llama2-13b-FINETUNE3_TEST2,50.32,54.69,81.48,56.8,39.93,76.24,12.59,30.48,fine-tuned,16bit,12.85,https://huggingface.co/wei123602/llama2-13b-FINETUNE3_TEST2
535,zarakiquemparte/zararp-1.1-l2-7b,50.31,56.48,78.85,51.49,51.99,73.4,1.14,38.79,fine-tuned,16bit,6.61,https://huggingface.co/zarakiquemparte/zararp-1.1-l2-7b
536,OpenBuddy/openbuddy-mistral-7b-v13.1,50.23,52.56,75.73,56.68,50.44,71.59,8.72,35.89,fine-tuned,16bit,7.13,https://huggingface.co/OpenBuddy/openbuddy-mistral-7b-v13.1
537,totally-not-an-llm/PuddleJumper-13b,50.23,58.7,81.18,58.25,56.44,72.77,3.34,20.93,fine-tuned,16bit,12.85,https://huggingface.co/totally-not-an-llm/PuddleJumper-13b
538,TheBloke/OpenOrca-Platypus2-13B-GPTQ,50.22,62.54,82.67,58.56,51.93,76.8,9.4,9.61,fine-tuned,GPTQ,16.24,https://huggingface.co/TheBloke/OpenOrca-Platypus2-13B-GPTQ
539,ajibawa-2023/Uncensored-Frank-13B,50.21,61.6,82.62,54.55,48.34,74.74,11.98,17.63,fine-tuned,16bit,12.85,https://huggingface.co/ajibawa-2023/Uncensored-Frank-13B
540,wei123602/Llama-2-13b-FINETUNE4_TEST,50.2,54.78,81.52,56.03,39.14,77.03,13.19,29.73,fine-tuned,16bit,12.85,https://huggingface.co/wei123602/Llama-2-13b-FINETUNE4_TEST
541,zarakiquemparte/zarafusionex-1.1-l2-7b,50.18,56.14,79.34,52.1,50.66,74.43,7.81,30.79,fine-tuned,16bit,6.61,https://huggingface.co/zarakiquemparte/zarafusionex-1.1-l2-7b
542,chargoddard/llama-polyglot-13b,50.17,59.81,81.27,55.04,48.71,76.72,22.59,7.09,fine-tuned,16bit,13.02,https://huggingface.co/chargoddard/llama-polyglot-13b
543,Azure99/blossom-v2-llama2-7b,50.13,54.1,78.57,51.66,46.84,74.35,4.78,40.61,instruction-tuned,16bit,6.61,https://huggingface.co/Azure99/blossom-v2-llama2-7b
544,Sao10K/Mythical-Destroyer-L2-13B,50.13,58.7,82.0,57.66,56.35,74.66,8.95,12.56,fine-tuned,16bit,13.02,https://huggingface.co/Sao10K/Mythical-Destroyer-L2-13B
545,dsvv-cair/alpaca-cleaned-llama-30b-bf16,50.12,61.77,85.06,57.52,51.49,77.35,7.73,9.91,fine-tuned,16bit,32.32,https://huggingface.co/dsvv-cair/alpaca-cleaned-llama-30b-bf16
546,IkariDev/Athena-v3,50.1,61.69,84.34,57.87,51.26,75.77,11.6,8.21,fine-tuned,16bit,12.85,https://huggingface.co/IkariDev/Athena-v3
547,chargoddard/duplicitous-slurpbeast-13b,50.1,62.12,83.92,57.53,52.33,75.06,8.79,10.98,instruction-tuned,16bit,13.02,https://huggingface.co/chargoddard/duplicitous-slurpbeast-13b
548,dvruette/llama-13b-pretrained-sft-do2,50.1,58.96,80.32,47.25,47.41,75.53,9.25,31.96,fine-tuned,16bit,12.85,https://huggingface.co/dvruette/llama-13b-pretrained-sft-do2
549,luffycodes/mcq-vicuna-13b-v1.5,50.1,56.66,81.09,53.3,43.99,73.01,8.04,34.62,fine-tuned,16bit,12.85,https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5
550,FelixChao/vicuna-33b-coder,50.08,60.41,83.27,57.17,51.79,76.87,12.89,8.16,fine-tuned,16bit,32.32,https://huggingface.co/FelixChao/vicuna-33b-coder
551,TheBloke/VicUnlocked-30B-LoRA-HF,50.06,59.73,84.02,57.81,48.54,79.48,14.4,6.45,,16bit,32.32,https://huggingface.co/TheBloke/VicUnlocked-30B-LoRA-HF
552,bofenghuang/vigogne-13b-instruct,50.06,57.94,81.32,47.62,50.23,77.11,11.83,24.38,fine-tuned,16bit,12.85,https://huggingface.co/bofenghuang/vigogne-13b-instruct
553,NousResearch/Capybara-7B,50.0,55.2,80.76,48.8,51.07,73.4,6.9,33.82,fine-tuned,16bit,6.61,https://huggingface.co/NousResearch/Capybara-7B
554,heegyu/LIMA2-13b-hf,50.0,60.24,83.69,53.17,41.81,73.24,5.76,32.13,instruction-tuned,16bit,12.85,https://huggingface.co/heegyu/LIMA2-13b-hf
555,Severian/ANIMA-Phi-Neptune-Mistral-7B-v4,49.98,55.46,77.63,53.12,59.01,73.48,14.94,16.25,fine-tuned,16bit,7.11,https://huggingface.co/Severian/ANIMA-Phi-Neptune-Mistral-7B-v4
556,chickencaesar/llama2-platypus-llama2-chat-13B-hf,49.95,62.97,82.75,56.86,42.93,76.32,2.81,25.02,fine-tuned,16bit,12.85,https://huggingface.co/chickencaesar/llama2-platypus-llama2-chat-13B-hf
557,HyperbeeAI/Tulpar-7b-v1,49.94,57.0,79.69,51.33,51.83,72.45,0.68,36.58,fine-tuned,16bit,6.61,https://huggingface.co/HyperbeeAI/Tulpar-7b-v1
558,NousResearch/Nous-Capybara-7B,49.94,55.29,80.73,48.72,51.13,73.32,6.97,33.44,fine-tuned,16bit,6.61,https://huggingface.co/NousResearch/Nous-Capybara-7B
559,Severian/ANIMA-Phi-Neptune-Mistral-7B,49.93,55.97,76.22,52.89,59.76,73.48,14.94,16.25,fine-tuned,16bit,7.11,https://huggingface.co/Severian/ANIMA-Phi-Neptune-Mistral-7B
560,TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-fp16,49.92,58.62,81.07,48.32,54.19,76.01,0.76,30.46,fine-tuned,16bit,12.85,https://huggingface.co/TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-fp16
561,andreaskoepf/llama2-13b-megacode2_min100,49.92,60.58,81.26,57.92,48.89,76.95,15.92,7.89,fine-tuned,16bit,12.85,https://huggingface.co/andreaskoepf/llama2-13b-megacode2_min100
562,jondurbin/spicyboros-7b-2.2,49.92,56.57,80.09,48.47,47.22,74.51,4.85,37.74,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/spicyboros-7b-2.2
563,rombodawg/LosslessMegaCoder-llama2-13b-mini,49.92,60.58,81.26,57.92,48.89,76.95,15.92,7.89,instruction-tuned,16bit,12.85,https://huggingface.co/rombodawg/LosslessMegaCoder-llama2-13b-mini
564,TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ,49.91,61.26,82.14,57.85,50.22,77.11,12.43,8.35,fine-tuned,GPTQ,16.24,https://huggingface.co/TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ
565,luffycodes/mcq-vicuna-13b-v1.5,49.91,56.23,81.15,53.38,44.08,72.93,7.51,34.1,fine-tuned,16bit,12.85,https://huggingface.co/luffycodes/mcq-vicuna-13b-v1.5
566,dvruette/llama-13b-pretrained,49.9,56.31,79.32,47.03,48.42,76.95,16.07,25.22,fine-tuned,16bit,12.85,https://huggingface.co/dvruette/llama-13b-pretrained
567,gradientputri/MegaMix-S1-13B,49.89,62.46,83.65,57.88,44.52,75.85,18.35,6.51,fine-tuned,16bit,13.02,https://huggingface.co/gradientputri/MegaMix-S1-13B
568,JosephusCheung/Qwen-LLaMAfied-7B-Chat,49.88,50.94,83.47,53.52,46.09,73.16,4.78,37.22,fine-tuned,16bit,7.0,https://huggingface.co/JosephusCheung/Qwen-LLaMAfied-7B-Chat
569,chargoddard/Chronorctypus-Limarobormes-13b,49.88,59.9,82.75,58.45,51.9,74.43,3.87,17.89,instruction-tuned,16bit,13.02,https://huggingface.co/chargoddard/Chronorctypus-Limarobormes-13b
570,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down,49.87,55.38,81.92,55.28,40.76,76.09,13.72,25.92,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-gate_up_down
571,ziqingyang/chinese-llama-2-13b,49.87,55.8,79.53,53.01,38.24,75.69,3.94,42.85,fine-tuned,16bit,12.97,https://huggingface.co/ziqingyang/chinese-llama-2-13b
572,CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1,49.86,55.8,82.27,55.63,38.15,77.43,12.66,27.06,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r16-gate_up_down-test1
573,xxyyy123/10k_v1_lora_qkvo_rank28_v2,49.86,55.38,79.21,50.5,52.75,73.24,0.61,37.37,fine-tuned,16bit,0.0,https://huggingface.co/xxyyy123/10k_v1_lora_qkvo_rank28_v2
574,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down,49.85,56.4,81.93,53.63,39.23,76.95,11.98,28.83,fine-tuned,16bit,12.85,https://huggingface.co/CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r4-gate_up_down
575,Open-Orca/OpenOrcaxOpenChat-Preview2-13B,49.85,62.71,81.99,57.51,47.45,76.8,13.72,8.74,fine-tuned,16bit,12.85,https://huggingface.co/Open-Orca/OpenOrcaxOpenChat-Preview2-13B
576,Sao10K/Medusa-13b,49.85,58.19,81.35,57.39,51.24,73.32,6.82,20.61,fine-tuned,16bit,13.02,https://huggingface.co/Sao10K/Medusa-13b
577,jondurbin/airoboros-l2-13b-2.2.1,49.83,60.92,83.77,56.47,49.42,76.01,11.6,10.6,instruction-tuned,16bit,12.85,https://huggingface.co/jondurbin/airoboros-l2-13b-2.2.1
